X,Y
18.80222013,4.418964715
11.27446824,2.384267856
0.589216186,29.20268807
1.55502965,22.06736781
6.54991818,10.57344098
2.561004779,19.98733893
8.591925849,5.011598802
18.29349895,0
17.67378831,0
20.60636112,4.362452522
24.86923193,12.45699364
27.45844447,21.59391192
10.86319396,2.762681381
16.05711346,0.803280301
22.92272289,8.190612442
18.72414903,0.217455339
17.61958062,0
20.61411955,2.003753893
20.38223443,4.310722948
2.157010619,20.03439629
22.65217478,5.925235803
22.30152186,7.114824236
24.42843135,14.0846258
7.796532266,5.894101247
8.982085334,5.443952953
29.07462446,25.48999235
29.51581092,30
21.70785002,6.89004097
27.13337943,21.66190351
20.13338776,5.115351705
8.849066976,4.3952805
26.58292665,19.23071134
2.813050118,19.09236331
15.56907725,0
17.2630826,0
14.4045322,0.900951064
18.1400106,2.511478832
8.558944871,4.403776907
10.50586468,3.351470746
14.62891476,1.048890362
24.7281451,12.29705907
25.03121273,11.75644524
6.543694257,8.63357998
7.623846916,8.967621399
23.89814889,9.312922207
9.578440034,3.659670474
20.01045085,1.609772199
24.68140263,14.04085248
10.19434212,5.247544042
2.963126474,20.53603154
11.72305921,3.785729508
4.759658159,12.38211348
24.03103197,11.74221009
16.9470466,0
12.54627963,0.982681853
13.17928375,0
2.060337033,22.76053807
23.15429491,8.203173774
29.29868546,24.77836802
20.42100566,5.898281915
12.93672929,0
4.803948114,12.08777945
7.624687304,6.653246399
6.825449141,10.71534201
17.38298524,0.681396488
4.19588697,14.21854487
6.687291882,8.633740822
19.33990594,1.326441984
21.42902069,7.898684213
26.12241368,18.3008262
20.88304177,3.866838802
9.323438912,6.450444
9.062293174,3.926820897
17.68609428,0.25790864
21.39748714,6.972726761
22.65007525,5.516764086
21.72169501,7.107717137
0.596592335,30
14.92481957,0
29.9117894,30
22.02507798,5.704373582
22.29119459,7.826069106
26.95507524,19.82804122
25.19210966,11.72134921
4.382112354,16.53981412
29.34385939,28.72771282
2.829590511,20.09213
28.82172475,26.4445142
2.554466686,19.02428166
24.0619617,10.3524138
23.6354508,9.016738631
29.39338702,27.33355655
11.42702474,1.854732639
18.6535945,3.674712451
27.45235215,21.11120467
21.08039389,4.489512875
18.57363848,0.961779138
29.19480348,27.16035416
16.37145369,1.212144937
26.69766119,20.22978109
20.78265651,6.868162872
8.573860542,3.114220823
4.608402084,13.6137135
14.67620789,0
0.813150355,27.02368061
22.35652044,8.389143185
2.254829396,19.76544172
28.14331568,24.06377603
11.88179076,3.739256205
9.506921073,1.666646052
27.47405932,18.74007675
20.89896435,6.868976591
1.927586825,24.3210599
4.929689711,12.28708957
8.837706974,4.157083127
16.86555007,0
10.30058067,4.857521153
10.17592269,1.084496982
12.71603979,1.566321915
20.06770328,4.595946221
4.82117716,14.77961689
2.438031736,21.44538638
1.859554302,22.3454154
14.97124052,1.19687624
14.10046959,0.345936389
8.458325017,3.81437671
8.274918096,7.357749653
4.120629735,17.32925105
4.710264113,15.7570642
23.50272808,10.62229398
18.27251505,0
5.454142394,13.23531699
8.690214185,3.76211322
17.18706946,1.810039126
4.169874417,14.29178537
26.59908404,18.99863049
29.98342054,28.37573842
11.81307006,0.304914083
25.98476154,14.78964202
19.83660154,2.075598532
7.037093123,8.517500279
17.941431,1.46194828
23.83174552,11.86378482
15.47927806,0
24.33088509,13.65144307
24.85118375,13.4458438
10.1902497,1.974989782
13.57784985,2.408100762
6.661631099,9.651012412
1.801462369,25.38742901
2.407224253,19.26989491
8.087986487,5.216549101
13.44013834,0
20.03378618,3.748283439
9.356343962,3.825323643
7.796938029,6.736191104
24.87846962,13.88779096
21.90357219,6.197802141
25.23444099,12.28325478
14.77491634,1.152382651
10.67786584,0.419120678
2.163716523,22.36548199
16.16234551,0.578653846
7.875690493,7.356431464
3.44371965,18.37131823
16.00274351,1.799888556
23.904476,8.870646782
2.945563132,17.9134241
5.50930236,12.78456218
15.45613074,1.500300615
25.63197496,16.88283009
21.85828067,8.397800644
4.97460338,11.06900704
11.21358965,2.291207406
20.68380084,2.940331603
27.23206272,18.96321301
24.81779704,11.62542216
22.28407167,5.439297769
13.96876419,0
17.74236468,0
17.80551625,1.612341767
16.64645425,1.022407941
28.2336315,22.74202174
2.802778766,21.71265372
16.97203969,0.00490438
18.51397469,0.138214598
3.950979953,15.61792525
28.51317575,26.18989835
13.0646802,0
19.17960543,2.949713836
13.10650719,1.515294347
4.613562938,13.81111259
9.136371685,2.857264253
10.38135952,4.139023519
18.90888344,2.029676702
25.7905917,13.55581125
2.071306859,24.1338911
14.00581717,0.251320656
4.870937115,16.02898599
6.341182471,8.427405663
0.010535496,30
0.358636427,30
17.22514593,0.861930655
15.02115745,0
17.11250755,2.232395877
19.17346184,3.211982249
19.37672033,4.000031379
7.239124985,7.713070106
13.50547952,0
16.87103283,0.155924989
1.966335228,20.23553178
12.15765881,0
5.801149811,11.71660406
10.37453624,4.036500586
24.89280055,13.23922512
16.93105089,0
11.81085383,0.437556902
21.04138397,3.255487758
14.91342325,0
19.50683518,4.703224235
20.38484152,4.126534176
8.344099258,3.708783608
17.52123602,2.350528214
3.896706504,13.9838447
15.22400416,0
8.897447539,3.40269093
29.14158205,28.55807436
12.71453482,0.66427077
9.677768727,2.202964334
27.74047027,20.43139406
3.513841705,16.78516193
12.30368756,0
11.18238306,0
16.77302062,0.856044672
20.40350589,2.669479662
11.59020125,2.058356415
7.798821781,8.775447913
3.636903374,18.00755685
14.07515837,0
4.88359222,13.71841357
22.4055061,4.989386495
23.10448197,8.143146951
10.92119142,3.345414019
18.08478296,0
19.76260424,0.703382819
11.46167455,0.397602088
20.12821311,1.794744294
27.82490092,19.90023835
26.36900941,18.08092469
17.56358911,0
21.58850276,5.635820967
19.96932996,4.103125714
5.514771006,10.40436348
26.53839622,18.8238305
28.15259194,21.68543473
26.10588599,14.71553008
19.77586903,5.339078979
17.85963072,1.467412948
9.731164187,3.098381809
6.410015956,11.12318182
15.7403923,0.149936903
13.09773766,2.719785623
18.39390255,2.721395534
4.175720837,18.00388736
16.06755651,1.227874467
16.50688137,0.274568768
16.47621438,1.619680546
9.578491415,5.173382355
23.88330686,10.81694537
22.04613751,5.943081731
9.556898079,6.283723274
7.544909628,6.141866005
22.94562877,10.71545445
7.757725167,8.47787869
21.13392581,6.218659423
24.25258177,13.8702766
23.43177897,9.53366632
1.96527958,22.39531131
11.4455081,0.105842665
6.149030971,9.424914305
12.32838402,1.104101172
26.00974792,14.25110982
8.820734156,7.55537541
21.38480089,3.309587804
7.418855342,6.98374815
10.46080456,2.978818911
9.259677192,5.41410427
29.15255016,27.64669803
14.1727122,0
26.46261826,16.52246688
15.01223544,0.754067932
23.48840127,10.44473009
21.6104534,5.656875758
23.83581088,12.38372121
6.793815105,7.411520781
1.253584418,26.88219701
14.64582805,2.178084099
16.12142126,0.993173181
16.04642138,0
0.376475175,28.04493044
1.796329518,24.00421226
22.89100886,7.739565069
27.28452516,18.17940522
18.57146184,3.550859511
4.568746866,15.35735352
16.62052779,0
29.76510496,26.90311495
27.8884653,22.19485062
15.90749458,0
21.57162235,6.765003302
29.00166781,28.51796926
23.31224705,7.401666913
26.04019671,16.75224267
1.338690813,26.33041895
13.01815285,0
19.47838809,0.289507223
28.88439646,27.23969184
8.344663285,5.796569648
26.68975048,20.64911894
12.83847367,0.128460371
7.118644871,7.428143123
2.779678226,17.53065504
24.72297215,11.89086619
28.86751774,28.12932659
14.10917076,0
10.19442905,5.501111645
27.72313121,21.25053441
9.718983965,5.730238937
15.87437944,0
17.24647149,0.386226396
26.77005327,20.71509187
29.34030222,28.04568198
22.51369142,9.117374608
21.31563507,5.240375954
9.82842058,3.121073954
12.43181255,0.980579631
7.265288157,9.427339577
5.43614761,12.62599563
18.71073794,1.945462344
1.896048052,24.28881071
10.57072449,3.245344163
15.25055129,0
21.19885263,4.777015519
9.946757593,4.87936443
4.191132512,14.00805455
27.2240977,18.95264674
8.792465028,5.452830697
29.25007778,28.09121207
18.65699281,1.050883786
24.4985539,10.72603235
16.43934382,0
18.86785534,3.446394342
18.79632227,3.03838598
18.81744814,1.86635616
5.696567524,13.28750371
16.72528949,0.98320196
0.86637747,28.77622367
10.71512525,0
14.119342,0
11.08304426,0.423911047
29.48279292,27.64020215
29.76591032,30
18.54004228,1.271309943
15.1992394,0
0.266795673,28.50085254
14.55433312,0
1.239644279,23.43219974
21.26664705,4.72133358
3.625455041,14.9144906
1.636329052,22.32814373
23.59482313,10.1002044
15.64327801,0
1.073204081,24.50064309
2.606071136,22.30184566
11.5885435,0.205112843
10.34493851,2.109491157
22.96066803,7.024486032
11.87282349,1.99922611
4.702715016,15.41327436
29.51978609,30
0.792636369,25.82628816
17.72751361,0
25.10042045,13.187277
26.55581753,15.60164484
19.65394858,5.323055061
1.4255749,23.7990321
4.709235697,13.8419101
11.15924288,2.846316283
16.28035078,0.148061395
14.65190813,1.257609432
15.44728784,0
8.807261264,6.649829655
18.22875408,0
29.68929188,29.26554776
10.03636339,4.717187771
8.301921602,8.230484944
22.216045,8.400413278
23.33563153,7.996370608
15.93814925,1.860323422
15.4861457,0
27.46522655,20.26299149
22.31385344,7.172505154
11.34642298,2.503791517
10.30749184,3.285839429
20.76155638,2.635760536
13.6866277,2.371368723
6.682433932,10.58671875
26.57320864,18.83092599
27.84366202,19.56281035
0.072481511,29.10346216
15.93371302,0
19.08764746,0
1.406418768,24.26597362
18.28833042,0
3.026158038,19.8274336
14.64703067,0
22.5488302,9.657781448
22.210861,6.816165401
3.634316079,14.79674659
11.15478503,1.620592034
23.52275584,9.618234411
17.6802895,3.436236132
1.405233422,25.14540247
12.05553423,0
10.29537369,0.866356711
14.09190051,0
19.22784339,3.416564344
25.63024585,13.4145738
3.852801968,16.73194691
24.68249686,10.06471576
11.55070942,2.749499167
17.85108083,2.758635008
26.14132938,18.92845944
18.0699191,2.995421919
11.85548783,3.109194281
21.98207967,5.101350139
2.151127969,22.23420257
24.50404958,9.583396986
21.41883413,3.141801857
16.62744742,2.543293108
5.451355002,13.24321522
15.79918791,0
2.611883723,19.93229261
22.83871771,9.289208149
21.08244253,5.424102517
7.292581406,5.927610054
20.14596071,2.081578435
20.75333747,6.204578444
21.95757226,4.433410384
23.89585974,9.354565725
2.253215892,23.38771199
10.64246152,4.382719344
20.00707607,3.090612448
27.24213786,19.0997307
29.32278611,27.46748895
6.673338003,7.323445378
1.103635269,25.35524338
9.522539683,5.994794472
29.25359733,26.9324066
4.620205568,13.85346728
3.930644067,16.41775733
1.123960928,26.9077281
29.64430435,28.37809959
17.24917994,1.115174818
5.579736275,11.51799259
17.08778384,1.950215708
18.51320431,2.718904009
12.29246611,0.682698562
15.73610321,0
9.72105205,4.861813297
23.18218159,8.626891261
14.82795661,0
2.838930462,18.98680706
9.307365404,4.962026032
13.02557618,2.212118832
13.19917614,1.882643018
21.44327003,5.463064705
18.30585592,2.714833211
11.3578102,3.128593618
11.52486149,0.333122945
7.249861846,7.259075731
29.59001189,27.62649997
23.80502401,10.01527105
25.27026845,12.13916863
1.973594674,22.18510997
21.8866509,5.933413934
25.12833209,14.36590851
5.66024076,10.05861706
17.58000772,0.369280867
8.654834115,6.501032764
4.099947781,16.46652357
13.52935682,0
19.32203513,2.981016365
29.39690481,28.84207144
1.105926791,27.28087326
22.03668687,8.379229839
8.313182168,7.244118395
23.47054643,9.703057281
19.34402215,0.457451112
26.789367,19.90367149
17.55371838,1.674032312
4.424233516,14.6152525
24.04899486,12.68655724
8.191747261,4.426397753
17.19791678,1.49637405
0.09069052,27.69883829
23.9346627,11.11335226
22.26933046,8.737608368
19.66952401,4.430228341
5.033278763,12.53539961
11.72672934,0.630877139
9.902963351,4.710586767
0.122850943,29.15332918
28.12336745,21.94831519
10.50620547,0.262814826
25.53800892,14.56005433
22.61655948,8.833317129
16.33685898,0.271905748
14.74287247,1.757205679
18.50028659,3.459207826
10.86342204,2.891469676
15.43372998,0.548312477
2.758756095,19.44402714
26.18099878,18.80124733
4.133430781,17.22361144
22.6408488,6.948819224
17.36105805,0
13.35420575,0.08160648
2.869789909,21.06451334
14.76850884,2.084288594
2.18712032,22.12493989
6.180657324,12.10597668
27.21964533,19.28928148
5.644659205,12.04016763
26.73175205,20.51459178
27.70799203,20.26027159
0.095911652,30
7.155525397,7.170222486
17.6019977,3.156287323
10.93552336,3.15696155
2.001708121,21.74974394
0.573981338,25.2605506
18.39488561,3.793838403
25.80170325,13.11994775
24.28273586,11.18950569
16.60661455,2.417781561
11.11386567,1.275353793
6.688866147,7.027432863
25.61432951,15.31699531
11.1248008,3.671833803
26.99815074,18.19165158
14.84071236,0
2.92933746,21.66579151
8.917758962,6.102832442
24.77461283,13.77906325
10.49745956,3.027201361
16.16177603,0.832996391
15.55215853,0
15.33029569,0.711434841
17.07885766,0
12.64788299,1.952375815
2.844472174,19.34582698
7.507802731,5.46488172
23.85634338,11.74517996
22.54468911,9.366989337
21.7175324,5.653165221
29.54133247,28.19589019
15.99563664,0.317374578
13.49225017,0.779415027
11.73520003,0.598879507
17.99057287,1.268877711
17.01927114,0
20.69584615,5.220747818
26.46649317,17.88220662
24.74044561,12.76640198
3.812918791,16.93633645
19.02382657,2.091119792
22.53941787,8.74706221
1.29753597,23.64940482
29.58953858,27.086164
17.94022376,2.411785725
1.932859789,24.48547002
25.97562416,13.68865479
14.57888812,2.258501126
27.89307396,20.68850612
4.342412043,12.70470974
20.25360279,2.343942313
5.721840698,10.89957237
29.46702505,28.2142316
15.6571924,1.890779585
27.83044516,21.63617558
5.413931651,14.63996602
8.599364975,7.538101397
9.10846109,5.644423224
23.07549488,7.611374387
7.947177834,7.471543859
23.80963192,10.51372748
21.25575037,5.933345456
28.03543551,21.89231066
29.76898734,30
15.52676848,2.148079818
17.4410621,0
27.94745778,23.68676617
7.8711674,4.855044826
28.57171016,24.78229224
21.15450208,5.749099821
17.4811503,2.982196557
13.20427764,2.005526109
2.404746491,22.17979838
24.89838468,14.27172759
1.163826255,23.4543621
10.65047703,5.004222228
23.43777413,7.042046982
1.012574945,27.08000477
10.07648205,1.381914974
22.15046899,6.609812761
27.06993299,17.73631257
23.96165587,11.47377119
21.14545886,5.81083118
4.299798988,17.00155464
3.966063476,16.04545448
14.93187973,0
7.743634056,7.614541854
5.627199872,9.410786415
6.894260472,10.25505648
13.27442502,1.550551159
3.728589518,16.90509147
22.17925185,8.075224279
1.972877146,23.97458452
5.890264323,11.92892647
14.03165921,0
8.566997989,6.358175544
27.50709187,20.41556991
15.38120537,0
19.04875464,3.659048965
29.26419173,28.88834474
9.028066056,5.929545383
15.07875166,2.261792854
27.17658269,22.02632396
0.214957335,28.0999869
0.623423013,25.55504166
8.598079068,3.897579644
20.09781286,5.861328566
17.38423438,2.082044655
2.212718702,21.41833061
17.89761615,2.420383166
11.75301854,2.859898435
8.475308722,7.940415901
18.82020368,4.424160135
6.527882659,11.52557944
22.9664366,10.62352611
21.47011481,7.208885822
21.31671414,7.139401526
17.80248549,2.765831258
7.343446938,10.29766749
3.277680175,19.20487927
29.76259371,29.62627209
4.135186507,13.82473066
23.84086332,9.370913598
4.666148145,16.66061792
14.4972639,0
2.237021423,21.97666087
23.11444295,10.59121393
26.60132508,16.83711186
1.782082263,23.60592157
17.72533245,2.401124394
28.27786113,22.40004065
23.0683962,9.35993192
10.26494054,2.482700091
0.466405264,26.81443759
27.75799588,19.30938231
1.518435638,24.45559301
15.0329325,0
24.2826523,10.72350817
22.63176564,6.325748867
23.45139802,10.17522956
17.1072936,1.573886067
8.793060562,6.473562673
13.11896373,2.465708878
2.270565389,20.05955553
22.25380288,7.007395547
25.53009134,14.95619834
7.321179369,8.80530847
9.433095922,2.597507641
9.643120475,6.27916444
17.32716059,0
7.358216249,5.691488782
5.816010893,11.79007731
16.68872926,0
14.47721554,0
28.367607,23.97368926
3.24770576,18.32406523
27.57940136,19.48920933
22.63247119,5.38059619
20.45654617,5.497025023
5.113142382,14.61461422
15.26679715,0
19.0738753,2.4960549
9.474621756,5.201127368
23.96532771,9.918298084
24.98830979,12.01805935
17.79601772,0.342743178
5.725393192,9.39552991
28.74191296,23.40034597
14.38304145,0
23.66826916,10.2818221
11.67979461,1.214688366
11.28471937,0.446781011
26.44769326,18.32144558
13.7683247,1.113280885
16.31721299,0.732819374
4.830097568,12.93759302
8.265133581,6.314082779
29.55971397,29.09575602
29.47861155,25.51875463
7.323388862,10.27555573
19.18197677,2.733712271
20.14977004,2.439039269
16.15886011,1.031895764
29.17011875,28.17025262
27.29217689,18.12442333
8.469994221,4.599160854
2.056056823,20.26478698
23.37901438,9.940479353
8.932604967,3.199955179
11.5787762,0.978583035
15.18299715,0.663985861
15.6210016,0
21.23282273,6.238259181
5.396145984,14.7779604
21.54214392,5.71213642
23.71703162,10.11633678
8.838585623,7.297383119
11.07616834,2.878324238
16.09016321,0
7.590442479,9.403803599
4.14725645,14.29363001
20.80380851,6.973943897
26.00712495,17.37160436
18.54243932,3.134882945
23.95597682,12.71370291
27.50158572,20.03920927
16.77479172,0
16.37970733,2.012349933
17.14556513,2.155487605
25.61016073,15.3682704
21.21892091,5.508539376
25.24453849,14.6972273
13.95763974,1.900728873
5.319365895,14.83127769
25.87399188,16.83059551
1.552866777,25.22397067
4.440916306,13.39002338
27.47344014,19.99188656
25.77994522,17.77909079
26.59220767,16.59788493
21.82790927,8.514761306
18.71653114,4.294096305
22.82491487,7.005192284
29.58230772,26.03497786
17.43076164,1.295777088
3.273781798,16.47451165
1.873147577,24.5071515
28.90200736,28.17432585
29.52389289,27.99677917
18.95329591,1.641453512
17.08597877,0.102598178
0.286776064,27.72071293
15.80375076,0
19.17541655,1.935400216
19.89375636,1.581283426
26.34246212,14.66535444
17.51805918,2.738431792
24.45074224,13.41726518
28.79861201,27.41785874
21.91388023,7.761738982
18.72222004,2.336490762
24.37680487,13.61174281
3.096417988,19.27780016
13.23843018,2.151267328
23.50709714,11.01606652
20.14853713,1.587012503
25.6123628,16.62411281
4.682261543,13.06876372
16.89348942,2.547210898
29.34454957,27.12860727
8.236948894,8.008668539
14.91244681,0
0.259463021,29.70608392
4.720894824,11.65280584
28.99326928,24.50419209
24.46329637,11.73488881
14.72236657,0
6.009689022,12.28939588
9.618870449,3.139984538
3.09381601,19.34088023
14.658914,1.404392921
23.05725732,9.073117026
21.19339789,4.311628869
7.584884243,5.24972606
24.09112433,8.801699691
9.797812742,5.820487818
16.22217795,0
15.60105758,1.597100281
21.67995294,6.346113194
17.81969667,2.833544683
3.086783105,18.44917246
20.61155013,2.132255711
27.3396745,20.67601444
12.29775568,0
25.77861484,14.24343389
19.11893627,4.299670317
11.46789098,2.866381237
15.53979478,0.618702154
10.19587892,4.04547961
19.12951593,3.683831779
6.953533891,9.531731529
27.73040432,24.09074868
9.237203225,4.538380828
5.193307213,14.99999371
23.54971655,9.377340431
24.37939809,10.5946895
13.45673806,1.888085534
16.38874243,1.371741183
15.63175316,0
29.63806573,28.59445551
1.704100661,23.34148274
10.24519722,3.118112419
14.97522429,2.303331788
1.710335092,21.19462638
18.5897192,2.484034726
10.7410898,2.06511762
15.9908815,0
21.28660761,6.703789412
20.52596387,2.491581623
20.54013312,3.201427942
16.21307744,0
9.507984443,5.292782431
10.24454499,4.790476213
25.99542119,13.69987206
6.678103325,7.36471127
19.69387659,3.642191672
6.400372649,11.11096617
13.82954826,0
3.06450122,19.08213895
15.9000986,2.045001313
18.7461154,0
3.462225014,17.28603741
1.93612985,23.43947969
15.22863461,0
9.930278425,1.274012187
8.524541744,6.802212368
7.52198245,7.226522653
3.94220954,18.21379519
2.441266946,19.52431419
20.30661738,3.725731415
23.95012039,11.19956952
21.61274198,4.981229095
25.49531303,17.06419387
13.08328516,0
7.935525208,4.617734714
21.84979008,6.129670813
3.900824474,14.00516708
22.76105045,7.512451394
28.8703259,23.87506624
8.27658149,4.118032183
25.50841043,13.71900777
17.23811652,1.603195987
19.44728828,1.730737701
16.02735114,0
24.31196705,10.10769977
12.55984962,1.869016236
28.46335021,22.03634069
1.735427382,21.06331895
9.333610004,4.44567099
16.76772884,0
3.325866237,16.08112988
21.9479062,8.097279488
6.541376947,7.690416069
24.37540258,13.97627582
22.19413447,9.399306545
3.533542987,16.62038882
2.855700447,19.00762995
29.30156639,26.3312323
4.863399368,13.52171496
2.555896313,18.17743483
9.512541772,5.089608826
27.36493401,18.99703778
5.785547864,11.99155293
1.007955611,25.46759237
28.02348245,24.91561228
18.28818329,1.204557067
28.28473836,23.31453982
20.59945879,5.248336537
0.864826552,25.02924454
23.25363926,10.54466715
18.35627264,0
17.70934892,3.336336864
7.986731897,4.215634703
26.02930903,16.05052683
3.369314798,18.25367734
2.625051985,19.78663812
21.67346243,7.856553306
28.3880078,23.11047678
13.25863684,2.776765267
10.55978822,0.957742012
21.50985549,3.906653701
29.21755271,26.33425215
14.23126688,1.088020639
5.425943914,10.66560551
20.55301911,4.755363882
25.9637192,17.17705054
29.49974815,26.08097865
15.9320918,0
27.51656377,19.13987535
18.30783009,0
4.389449488,16.09903617
9.484031547,4.141455455
28.14653628,23.53058323
25.28993191,16.10433531
26.34679238,14.99676089
25.93326751,17.82598796
5.80861527,11.57159116
21.43477192,4.575925437
24.33316163,13.99166172
10.50571125,1.881698567
13.88922487,0
15.80705199,2.068294237
12.55773549,0
3.265891744,15.98305757
8.918702577,5.963964802
24.92849794,10.6957486
10.94559478,4.179325153
17.61914412,0
3.086903949,18.03323214
19.05742703,1.025819399
5.216445954,12.5229142
26.39050093,14.98412026
3.247525252,16.61586087
14.24025228,1.467863721
26.44162953,16.63985305
15.00698884,0
20.72983085,6.136317012
7.147957728,8.9617094
23.0389657,8.912370762
2.944052413,20.84651017
26.32020796,16.604858
29.97973828,30
5.475446153,12.52516237
15.67104094,0.518347647
9.503709449,2.262946572
23.72450525,8.724831375
19.1164358,1.015468424
5.681917037,9.274644803
0.594347948,28.49799769
11.81573018,1.116557016
26.28249624,17.14086863
8.282709277,4.364386603
22.67491413,9.808529067
5.969802689,9.502628935
27.53760904,20.53327008
22.16852927,4.433008359
17.86277937,3.051137168
12.09991966,1.346895707
12.46367004,1.18526658
